order_id,user_id,amount,quantity,created_at,status,status_clean,amount__isna,quantity__isna,year,month,day,hour,country,signup_date,amount_winsor
SYN_00202,0237,76.39,1.0,2025-11-03 03:32:00+00:00,Refund,refund,False,False,2025,11,3,3,SA,2025-11-03,76.39
SYN_00203,0143,50.83,1.0,2025-11-16 18:12:00+00:00,Paid,paid,False,False,2025,11,16,18,AE,2025-10-07,50.83
SYN_00204,0171,14.24,1.0,2025-11-17 13:42:00+00:00,Paid,paid,False,False,2025,11,17,13,SA,2025-11-09,14.24
SYN_00205,0029,48.05,2.0,2025-11-18 06:20:00+00:00,Paid,paid,False,False,2025,11,18,6,SA,2025-10-28,48.05
SYN_00206,0036,24.79,1.0,2025-11-10 16:51:00+00:00,paid,paid,False,False,2025,11,10,16,SA,2025-11-08,24.79
SYN_00207,0013,127.11,1.0,2025-11-11 03:36:00+00:00,paid,paid,False,False,2025,11,11,3,SA,2025-11-08,127.11
SYN_00208,0160,19.11,2.0,2025-11-04 10:13:00+00:00,PAID,paid,False,False,2025,11,4,10,AE,2025-10-28,19.11
SYN_00209,0327,55.65,,2025-11-04 10:06:00+00:00,Refund,refund,False,True,2025,11,4,10,SA,2025-10-14,55.65
SYN_00210,0187,118.36,2.0,2025-11-18 21:23:00+00:00,paid,paid,False,False,2025,11,18,21,SA,2025-11-07,118.36
SYN_00211,0243,103.99,1.0,2025-11-03 18:09:00+00:00,Paid,paid,False,False,2025,11,3,18,AE,2025-10-04,103.99
SYN_00212,0086,45.87,1.0,2025-11-25 19:33:00+00:00,Paid,paid,False,False,2025,11,25,19,SA,2025-11-11,45.87
SYN_00213,0284,104.98,,2025-11-03 23:59:00+00:00,paid,paid,False,True,2025,11,3,23,SA,2025-10-18,104.98
SYN_00214,0066,118.49,1.0,2025-11-29 23:43:00+00:00,paid,paid,False,False,2025,11,29,23,AE,2025-11-13,118.49
SYN_00215,0170,73.82,1.0,2025-11-28 16:36:00+00:00,paid,paid,False,False,2025,11,28,16,SA,2025-10-25,73.82
SYN_00216,0045,92.49,2.0,2025-11-30 02:29:00+00:00,PAID,paid,False,False,2025,11,30,2,AE,2025-10-07,92.49
SYN_00217,0062,56.25,2.0,2025-11-15 02:43:00+00:00,Paid,paid,False,False,2025,11,15,2,EG,2025-11-07,56.25
SYN_00218,0441,143.62,2.0,2025-11-12 09:48:00+00:00,PAID,paid,False,False,2025,11,12,9,SA,2025-10-28,143.62
SYN_00219,0134,62.6,1.0,2025-11-25 00:18:00+00:00,PAID,paid,False,False,2025,11,25,0,SA,2025-10-05,62.6
SYN_00220,0284,17.25,1.0,2025-11-15 13:10:00+00:00,Refund,refund,False,False,2025,11,15,13,SA,2025-10-03,17.25
SYN_00221,0028,96.03,,2025-11-30 21:21:00+00:00,Paid,paid,False,True,2025,11,30,21,SA,2025-11-13,96.03
SYN_00222,0108,26.02,1.0,2025-11-30 00:29:00+00:00,Paid,paid,False,False,2025,11,30,0,EG,2025-10-31,26.02
SYN_00223,0044,156.83,2.0,2025-11-13 16:53:00+00:00,paid,paid,False,False,2025,11,13,16,EG,2025-11-11,156.83
SYN_00224,0340,90.32,3.0,2025-11-05 10:04:00+00:00,paid,paid,False,False,2025,11,5,10,SA,2025-10-20,90.32
SYN_00225,0286,8.42,2.0,2025-11-25 13:09:00+00:00,Refund,refund,False,False,2025,11,25,13,AE,2025-10-19,14.236500000000001
SYN_00226,0446,122.27,1.0,2025-11-01 11:31:00+00:00,PAID,paid,False,False,2025,11,1,11,EG,2025-10-11,122.27
SYN_00227,0331,82.38,1.0,2025-11-21 21:02:00+00:00,paid,paid,False,False,2025,11,21,21,EG,2025-11-09,82.38
SYN_00228,0128,110.71,2.0,2025-11-01 15:31:00+00:00,paid,paid,False,False,2025,11,1,15,SA,2025-10-03,110.71
SYN_00229,0348,69.12,4.0,2025-11-23 00:50:00+00:00,Paid,paid,False,False,2025,11,23,0,SA,2025-10-23,69.12
SYN_00230,0473,151.88,4.0,2025-11-10 21:06:00+00:00,Paid,paid,False,False,2025,11,10,21,SA,2025-10-07,151.88
SYN_00231,0231,37.24,1.0,2025-11-10 15:01:00+00:00,paid,paid,False,False,2025,11,10,15,EG,2025-10-23,37.24
SYN_00232,0190,126.34,1.0,2025-11-22 17:41:00+00:00,Paid,paid,False,False,2025,11,22,17,SA,2025-10-07,126.34
SYN_00233,0225,84.22,4.0,2025-11-16 19:26:00+00:00,Refund,refund,False,False,2025,11,16,19,SA,2025-11-03,84.22
SYN_00234,0385,12.07,3.0,2025-11-26 02:54:00+00:00,paid,paid,False,False,2025,11,26,2,SA,2025-11-11,14.236500000000001
SYN_00235,0377,10.85,4.0,2025-11-29 13:07:00+00:00,Paid,paid,False,False,2025,11,29,13,SA,2025-10-19,14.236500000000001
SYN_00236,0283,52.33,1.0,2025-11-13 06:55:00+00:00,Refund,refund,False,False,2025,11,13,6,SA,2025-10-09,52.33
SYN_00237,0446,33.15,2.0,2025-11-29 17:07:00+00:00,Paid,paid,False,False,2025,11,29,17,EG,2025-10-18,33.15
SYN_00238,0121,8.37,3.0,2025-11-03 04:01:00+00:00,Paid,paid,False,False,2025,11,3,4,SA,2025-11-10,14.236500000000001
SYN_00239,0116,21.73,2.0,2025-11-13 16:17:00+00:00,Paid,paid,False,False,2025,11,13,16,SA,2025-11-14,21.73
SYN_00240,0461,58.47,2.0,2025-11-20 13:24:00+00:00,paid,paid,False,False,2025,11,20,13,SA,2025-11-11,58.47
SYN_00241,0233,32.48,1.0,2025-11-18 16:51:00+00:00,PAID,paid,False,False,2025,11,18,16,SA,2025-10-25,32.48
SYN_00242,0259,271.21,2.0,2025-11-17 02:05:00+00:00,Paid,paid,False,False,2025,11,17,2,SA,2025-10-14,186.09
SYN_00243,0359,37.92,1.0,2025-11-03 14:28:00+00:00,Refund,refund,False,False,2025,11,3,14,SA,2025-11-13,37.92
SYN_00244,0198,146.92,2.0,2025-11-23 22:45:00+00:00,paid,paid,False,False,2025,11,23,22,SA,2025-10-25,146.92
SYN_00245,0456,190.31,,2025-11-19 10:33:00+00:00,paid,paid,False,True,2025,11,19,10,SA,2025-10-19,186.09
SYN_00246,0411,43.35,1.0,2025-11-22 04:17:00+00:00,Refund,refund,False,False,2025,11,22,4,SA,2025-11-08,43.35
SYN_00247,0137,40.27,3.0,2025-11-22 17:48:00+00:00,Paid,paid,False,False,2025,11,22,17,SA,2025-10-15,40.27
SYN_00248,0318,44.19,1.0,2025-11-28 11:20:00+00:00,PAID,paid,False,False,2025,11,28,11,EG,2025-10-16,44.19
SYN_00249,0165,58.36,2.0,2025-11-08 04:54:00+00:00,Paid,paid,False,False,2025,11,8,4,EG,2025-10-27,58.36
SYN_00250,0225,49.18,,2025-11-04 05:55:00+00:00,Refund,refund,False,True,2025,11,4,5,SA,2025-11-09,49.18
SYN_00251,0307,22.57,1.0,2025-11-01 19:30:00+00:00,paid,paid,False,False,2025,11,1,19,SA,2025-10-10,22.57
SYN_00252,0234,86.03,1.0,2025-11-29 18:49:00+00:00,PAID,paid,False,False,2025,11,29,18,EG,2025-10-04,86.03
SYN_00253,0172,49.05,2.0,2025-11-09 15:30:00+00:00,paid,paid,False,False,2025,11,9,15,SA,2025-10-19,49.05
SYN_00254,0152,277.53,1.0,2025-11-08 10:00:00+00:00,Refund,refund,False,False,2025,11,8,10,AE,2025-10-28,186.09
SYN_00255,0463,127.77,3.0,2025-11-07 23:48:00+00:00,Paid,paid,False,False,2025,11,7,23,EG,2025-10-21,127.77
SYN_00256,0315,49.64,4.0,2025-11-25 11:10:00+00:00,PAID,paid,False,False,2025,11,25,11,SA,2025-10-14,49.64
SYN_00257,0374,101.59,2.0,2025-11-19 04:46:00+00:00,paid,paid,False,False,2025,11,19,4,SA,2025-11-02,101.59
SYN_00258,0160,98.86,1.0,2025-11-01 04:47:00+00:00,paid,paid,False,False,2025,11,1,4,EG,2025-10-10,98.86
SYN_00259,0096,139.74,2.0,2025-11-16 12:17:00+00:00,paid,paid,False,False,2025,11,16,12,SA,2025-10-19,139.74
SYN_00260,0472,11.0,3.0,2025-11-15 08:26:00+00:00,Paid,paid,False,False,2025,11,15,8,SA,2025-10-30,14.236500000000001
SYN_00261,0233,20.54,1.0,2025-11-01 19:21:00+00:00,PAID,paid,False,False,2025,11,1,19,SA,2025-10-22,20.54
SYN_00262,0180,31.99,2.0,2025-11-25 09:31:00+00:00,Paid,paid,False,False,2025,11,25,9,SA,2025-10-03,31.99
SYN_00263,0113,66.24,2.0,2025-11-18 00:55:00+00:00,Paid,paid,False,False,2025,11,18,0,AE,2025-11-06,66.24
SYN_00264,0318,31.07,2.0,2025-11-23 14:08:00+00:00,Paid,paid,False,False,2025,11,23,14,AE,2025-11-10,31.07
SYN_00265,0497,161.06,1.0,2025-11-27 21:51:00+00:00,Refund,refund,False,False,2025,11,27,21,EG,2025-10-18,161.06
SYN_00266,0442,23.64,3.0,2025-11-12 11:27:00+00:00,Refund,refund,False,False,2025,11,12,11,SA,2025-10-11,23.64
SYN_00267,0052,79.85,1.0,2025-11-29 10:55:00+00:00,Refund,refund,False,False,2025,11,29,10,SA,2025-10-02,79.85
SYN_00268,0268,83.72,1.0,2025-11-17 13:33:00+00:00,PAID,paid,False,False,2025,11,17,13,SA,2025-10-12,83.72
SYN_00269,0295,89.88,4.0,2025-11-11 05:58:00+00:00,Paid,paid,False,False,2025,11,11,5,SA,2025-10-06,89.88
SYN_00270,0386,110.83,3.0,2025-11-01 04:04:00+00:00,Paid,paid,False,False,2025,11,1,4,SA,2025-11-12,110.83
SYN_00271,0387,133.49,1.0,2025-11-03 04:58:00+00:00,Refund,refund,False,False,2025,11,3,4,EG,2025-11-09,133.49
SYN_00272,0113,181.17,1.0,2025-11-23 02:31:00+00:00,Paid,paid,False,False,2025,11,23,2,EG,2025-11-13,181.17
SYN_00273,0101,49.31,1.0,2025-11-02 12:16:00+00:00,Paid,paid,False,False,2025,11,2,12,SA,2025-10-29,49.31
SYN_00274,0113,32.22,1.0,2025-11-27 05:30:00+00:00,paid,paid,False,False,2025,11,27,5,AE,2025-10-30,32.22
SYN_00275,0440,90.68,1.0,2025-11-24 08:54:00+00:00,Paid,paid,False,False,2025,11,24,8,SA,2025-10-02,90.68
SYN_00276,0081,89.56,1.0,2025-11-19 11:47:00+00:00,paid,paid,False,False,2025,11,19,11,SA,2025-10-09,89.56
SYN_00277,0187,118.44,2.0,2025-11-18 06:41:00+00:00,Paid,paid,False,False,2025,11,18,6,AE,2025-10-02,118.44
SYN_00278,0113,15.54,3.0,2025-11-25 14:22:00+00:00,PAID,paid,False,False,2025,11,25,14,SA,2025-10-29,15.54
SYN_00279,0002,113.62,2.0,2025-11-09 07:44:00+00:00,Refund,refund,False,False,2025,11,9,7,EG,2025-11-02,113.62
SYN_00280,0130,18.42,2.0,2025-11-17 12:16:00+00:00,paid,paid,False,False,2025,11,17,12,AE,2025-10-10,18.42
SYN_00281,0220,81.4,1.0,2025-11-13 07:55:00+00:00,Refund,refund,False,False,2025,11,13,7,SA,2025-11-03,81.4
SYN_00282,0054,48.01,,2025-11-05 22:55:00+00:00,paid,paid,False,True,2025,11,5,22,AE,2025-11-13,48.01
SYN_00283,0343,150.61,3.0,2025-11-01 05:20:00+00:00,paid,paid,False,False,2025,11,1,5,SA,2025-10-08,150.61
SYN_00284,0485,16.5,3.0,2025-11-26 23:42:00+00:00,paid,paid,False,False,2025,11,26,23,SA,2025-11-06,16.5
SYN_00285,0224,76.15,3.0,2025-11-20 21:15:00+00:00,PAID,paid,False,False,2025,11,20,21,SA,2025-11-02,76.15
SYN_00286,0225,90.07,4.0,2025-11-16 01:24:00+00:00,Paid,paid,False,False,2025,11,16,1,SA,2025-10-06,90.07
SYN_00287,0385,49.63,2.0,2025-11-17 03:18:00+00:00,paid,paid,False,False,2025,11,17,3,AE,2025-11-13,49.63
SYN_00288,0403,76.1,1.0,2025-11-16 04:49:00+00:00,PAID,paid,False,False,2025,11,16,4,SA,2025-11-09,76.1
SYN_00289,0126,44.82,2.0,2025-11-22 01:13:00+00:00,paid,paid,False,False,2025,11,22,1,AE,2025-11-14,44.82
SYN_00290,0130,73.49,3.0,2025-11-23 14:15:00+00:00,Paid,paid,False,False,2025,11,23,14,SA,2025-10-19,73.49
SYN_00291,0053,87.48,3.0,2025-11-08 11:30:00+00:00,paid,paid,False,False,2025,11,8,11,SA,2025-11-01,87.48
SYN_00292,0172,43.03,2.0,2025-11-28 07:21:00+00:00,PAID,paid,False,False,2025,11,28,7,AE,2025-10-27,43.03
SYN_00293,0218,60.13,1.0,2025-11-15 04:26:00+00:00,Paid,paid,False,False,2025,11,15,4,SA,2025-10-01,60.13
SYN_00294,0160,7.12,1.0,2025-11-30 00:17:00+00:00,PAID,paid,False,False,2025,11,30,0,SA,2025-11-12,14.236500000000001
SYN_00295,0198,47.8,4.0,2025-11-06 04:58:00+00:00,Paid,paid,False,False,2025,11,6,4,SA,2025-11-02,47.8
SYN_00296,0416,21.19,2.0,2025-11-28 08:44:00+00:00,Paid,paid,False,False,2025,11,28,8,SA,2025-11-09,21.19
SYN_00297,0247,57.9,2.0,2025-11-28 20:50:00+00:00,Refund,refund,False,False,2025,11,28,20,SA,2025-11-01,57.9
SYN_00298,0324,143.0,1.0,2025-11-12 09:15:00+00:00,Refund,refund,False,False,2025,11,12,9,AE,2025-10-05,143.0
SYN_00299,0439,159.83,1.0,2025-11-02 18:17:00+00:00,Refund,refund,False,False,2025,11,2,18,SA,2025-10-17,159.83
SYN_00300,0203,55.83,4.0,2025-11-14 08:26:00+00:00,Paid,paid,False,False,2025,11,14,8,SA,2025-10-08,55.83
SYN_00301,0184,23.25,2.0,2025-11-11 13:36:00+00:00,paid,paid,False,False,2025,11,11,13,EG,2025-11-11,23.25
SYN_00302,0123,21.25,3.0,2025-11-13 22:13:00+00:00,PAID,paid,False,False,2025,11,13,22,SA,2025-11-03,21.25
SYN_00303,0401,124.61,2.0,2025-11-03 02:09:00+00:00,PAID,paid,False,False,2025,11,3,2,EG,2025-10-09,124.61
SYN_00304,0255,56.56,2.0,2025-11-17 22:08:00+00:00,PAID,paid,False,False,2025,11,17,22,SA,2025-10-23,56.56
SYN_00305,0294,70.57,1.0,2025-11-21 08:47:00+00:00,Refund,refund,False,False,2025,11,21,8,SA,2025-11-04,70.57
SYN_00306,0280,55.51,3.0,2025-11-10 20:49:00+00:00,Paid,paid,False,False,2025,11,10,20,EG,2025-10-07,55.51
SYN_00307,0325,96.33,2.0,2025-11-11 10:29:00+00:00,Refund,refund,False,False,2025,11,11,10,SA,2025-10-15,96.33
SYN_00308,0372,65.18,2.0,2025-11-02 10:37:00+00:00,paid,paid,False,False,2025,11,2,10,AE,2025-10-20,65.18
SYN_00309,0098,110.3,2.0,2025-11-10 15:47:00+00:00,Paid,paid,False,False,2025,11,10,15,SA,2025-10-25,110.3
SYN_00310,0198,111.37,4.0,2025-11-26 10:35:00+00:00,PAID,paid,False,False,2025,11,26,10,SA,2025-10-03,111.37
SYN_00311,0470,28.82,1.0,2025-11-04 09:13:00+00:00,Refund,refund,False,False,2025,11,4,9,SA,2025-10-24,28.82
SYN_00312,0395,84.79,3.0,2025-11-06 23:55:00+00:00,Refund,refund,False,False,2025,11,6,23,SA,2025-11-03,84.79
SYN_00313,0240,154.22,1.0,2025-11-23 23:05:00+00:00,paid,paid,False,False,2025,11,23,23,EG,2025-10-22,154.22
SYN_00314,0144,95.4,2.0,2025-11-30 00:44:00+00:00,paid,paid,False,False,2025,11,30,0,SA,2025-10-11,95.4
SYN_00315,0097,87.97,1.0,2025-11-24 11:03:00+00:00,Refund,refund,False,False,2025,11,24,11,EG,2025-10-08,87.97
SYN_00316,0201,34.7,1.0,2025-11-24 17:12:00+00:00,paid,paid,False,False,2025,11,24,17,EG,2025-11-08,34.7
SYN_00317,0124,35.26,2.0,2025-11-29 19:53:00+00:00,PAID,paid,False,False,2025,11,29,19,SA,2025-11-12,35.26
SYN_00318,0187,65.93,1.0,2025-11-21 04:52:00+00:00,paid,paid,False,False,2025,11,21,4,SA,2025-11-04,65.93
SYN_00319,0326,38.97,2.0,2025-11-13 06:13:00+00:00,paid,paid,False,False,2025,11,13,6,EG,2025-11-07,38.97
SYN_00320,0464,132.44,4.0,2025-11-23 13:03:00+00:00,Refund,refund,False,False,2025,11,23,13,EG,2025-10-08,132.44
SYN_00321,0349,58.12,1.0,2025-11-24 15:08:00+00:00,Refund,refund,False,False,2025,11,24,15,SA,2025-11-06,58.12
SYN_00322,0259,37.07,3.0,2025-11-29 02:29:00+00:00,Paid,paid,False,False,2025,11,29,2,SA,2025-10-27,37.07
SYN_00323,0148,134.72,2.0,2025-11-15 13:07:00+00:00,Paid,paid,False,False,2025,11,15,13,SA,2025-10-28,134.72
SYN_00324,0252,24.64,2.0,2025-11-21 19:38:00+00:00,Refund,refund,False,False,2025,11,21,19,AE,2025-11-09,24.64
SYN_00325,0443,65.43,1.0,2025-11-16 07:36:00+00:00,paid,paid,False,False,2025,11,16,7,SA,2025-11-03,65.43
SYN_00326,0420,41.31,1.0,2025-11-21 03:27:00+00:00,paid,paid,False,False,2025,11,21,3,AE,2025-11-01,41.31
SYN_00327,0403,283.54,1.0,2025-11-30 23:29:00+00:00,Paid,paid,False,False,2025,11,30,23,SA,2025-10-15,186.09
SYN_00328,0346,65.51,1.0,2025-11-04 20:23:00+00:00,Paid,paid,False,False,2025,11,4,20,SA,2025-11-13,65.51
SYN_00329,0451,30.88,1.0,2025-11-15 15:07:00+00:00,Paid,paid,False,False,2025,11,15,15,SA,2025-10-17,30.88
SYN_00330,0147,68.63,2.0,2025-11-18 10:17:00+00:00,PAID,paid,False,False,2025,11,18,10,SA,2025-11-02,68.63
SYN_00331,0148,57.84,4.0,2025-11-30 18:07:00+00:00,PAID,paid,False,False,2025,11,30,18,SA,2025-10-16,57.84
SYN_00332,0352,35.56,3.0,2025-11-03 15:29:00+00:00,Paid,paid,False,False,2025,11,3,15,SA,2025-10-29,35.56
SYN_00333,0199,131.88,2.0,2025-11-16 09:51:00+00:00,paid,paid,False,False,2025,11,16,9,SA,2025-10-09,131.88
SYN_00334,0308,104.31,1.0,2025-11-15 18:27:00+00:00,Paid,paid,False,False,2025,11,15,18,SA,2025-11-02,104.31
SYN_00335,0489,81.93,1.0,2025-11-06 00:06:00+00:00,PAID,paid,False,False,2025,11,6,0,SA,2025-10-29,81.93
SYN_00336,0417,33.35,1.0,2025-11-15 14:57:00+00:00,paid,paid,False,False,2025,11,15,14,EG,2025-10-13,33.35
SYN_00337,0424,210.84,1.0,2025-11-21 03:12:00+00:00,PAID,paid,False,False,2025,11,21,3,SA,2025-10-21,186.09
SYN_00338,0128,86.91,2.0,2025-11-12 02:35:00+00:00,paid,paid,False,False,2025,11,12,2,SA,2025-10-21,86.91
SYN_00339,0039,41.0,2.0,2025-11-10 04:10:00+00:00,PAID,paid,False,False,2025,11,10,4,SA,2025-10-05,41.0
SYN_00340,0338,140.2,1.0,2025-11-13 08:33:00+00:00,paid,paid,False,False,2025,11,13,8,EG,2025-10-10,140.2
SYN_00341,0360,72.76,1.0,2025-11-19 05:50:00+00:00,paid,paid,False,False,2025,11,19,5,SA,2025-10-06,72.76
SYN_00342,0129,128.75,3.0,2025-11-04 14:37:00+00:00,paid,paid,False,False,2025,11,4,14,AE,2025-10-13,128.75
SYN_00343,0267,89.61,3.0,2025-11-06 04:12:00+00:00,paid,paid,False,False,2025,11,6,4,AE,2025-10-01,89.61
SYN_00344,0476,254.81,1.0,2025-11-29 19:26:00+00:00,Refund,refund,False,False,2025,11,29,19,AE,2025-10-20,186.09
SYN_00345,0441,26.33,4.0,2025-11-11 07:39:00+00:00,PAID,paid,False,False,2025,11,11,7,SA,2025-10-08,26.33
SYN_00346,0473,42.9,,2025-11-19 21:56:00+00:00,PAID,paid,False,True,2025,11,19,21,AE,2025-10-10,42.9
SYN_00347,0434,366.91,1.0,2025-11-23 03:39:00+00:00,Refund,refund,False,False,2025,11,23,3,SA,2025-10-09,186.09
SYN_00348,0151,61.8,1.0,2025-11-23 06:43:00+00:00,paid,paid,False,False,2025,11,23,6,SA,2025-11-10,61.8
SYN_00349,0415,23.74,2.0,2025-11-02 12:12:00+00:00,paid,paid,False,False,2025,11,2,12,AE,2025-10-03,23.74
SYN_00350,0478,100.26,4.0,2025-11-12 13:43:00+00:00,PAID,paid,False,False,2025,11,12,13,SA,2025-10-11,100.26
SYN_00351,0298,140.37,4.0,2025-11-20 03:00:00+00:00,Refund,refund,False,False,2025,11,20,3,AE,2025-10-12,140.37
SYN_00352,0099,61.11,1.0,2025-11-14 05:33:00+00:00,paid,paid,False,False,2025,11,14,5,SA,2025-10-10,61.11
SYN_00353,0263,9.3,1.0,2025-11-08 16:45:00+00:00,paid,paid,False,False,2025,11,8,16,AE,2025-10-25,14.236500000000001
SYN_00354,0252,30.11,2.0,2025-11-22 05:24:00+00:00,paid,paid,False,False,2025,11,22,5,SA,2025-10-25,30.11
SYN_00355,0144,14.17,2.0,2025-11-17 19:29:00+00:00,Paid,paid,False,False,2025,11,17,19,SA,2025-10-11,14.236500000000001
SYN_00356,0346,232.67,1.0,2025-11-03 18:21:00+00:00,Refund,refund,False,False,2025,11,3,18,SA,2025-11-05,186.09
SYN_00357,0112,12.9,4.0,2025-11-15 16:33:00+00:00,paid,paid,False,False,2025,11,15,16,EG,2025-11-08,14.236500000000001
SYN_00358,0500,41.25,2.0,2025-11-04 15:27:00+00:00,Paid,paid,False,False,2025,11,4,15,SA,2025-10-26,41.25
SYN_00359,0060,98.14,3.0,2025-11-08 07:53:00+00:00,Refund,refund,False,False,2025,11,8,7,SA,2025-10-14,98.14
SYN_00360,0369,20.62,4.0,2025-11-15 10:51:00+00:00,paid,paid,False,False,2025,11,15,10,SA,2025-11-08,20.62
SYN_00361,0002,89.63,3.0,2025-11-21 17:25:00+00:00,PAID,paid,False,False,2025,11,21,17,AE,2025-11-09,89.63
SYN_00362,0385,37.16,2.0,2025-11-05 06:15:00+00:00,Paid,paid,False,False,2025,11,5,6,SA,2025-10-01,37.16
SYN_00363,0304,84.82,2.0,2025-11-04 20:53:00+00:00,Paid,paid,False,False,2025,11,4,20,SA,2025-10-04,84.82
SYN_00364,0254,52.72,1.0,2025-11-10 12:51:00+00:00,paid,paid,False,False,2025,11,10,12,SA,2025-10-30,52.72
SYN_00365,0140,58.9,2.0,2025-11-05 23:49:00+00:00,paid,paid,False,False,2025,11,5,23,SA,2025-10-12,58.9
SYN_00366,0453,137.95,1.0,2025-11-11 02:21:00+00:00,Paid,paid,False,False,2025,11,11,2,SA,2025-11-04,137.95
SYN_00367,0037,23.03,2.0,2025-11-08 16:47:00+00:00,PAID,paid,False,False,2025,11,8,16,SA,2025-10-13,23.03
SYN_00368,0160,84.55,1.0,2025-11-02 22:16:00+00:00,PAID,paid,False,False,2025,11,2,22,AE,2025-10-31,84.55
SYN_00369,0009,117.65,1.0,2025-11-30 05:19:00+00:00,Refund,refund,False,False,2025,11,30,5,SA,2025-11-07,117.65
SYN_00370,0233,20.81,1.0,2025-11-20 03:24:00+00:00,paid,paid,False,False,2025,11,20,3,SA,2025-11-12,20.81
SYN_00371,0099,14.28,1.0,2025-11-21 00:35:00+00:00,PAID,paid,False,False,2025,11,21,0,SA,2025-10-23,14.28
SYN_00372,0147,53.57,3.0,2025-11-06 08:17:00+00:00,Refund,refund,False,False,2025,11,6,8,EG,2025-10-04,53.57
SYN_00373,0304,80.67,3.0,2025-11-11 03:49:00+00:00,PAID,paid,False,False,2025,11,11,3,EG,2025-10-16,80.67
SYN_00374,0208,106.11,2.0,2025-11-06 19:46:00+00:00,paid,paid,False,False,2025,11,6,19,AE,2025-10-07,106.11
SYN_00375,0131,17.52,1.0,2025-11-12 20:06:00+00:00,Refund,refund,False,False,2025,11,12,20,SA,2025-10-22,17.52
SYN_00376,0404,120.67,1.0,2025-11-06 14:04:00+00:00,Refund,refund,False,False,2025,11,6,14,SA,2025-10-29,120.67
SYN_00377,0152,151.82,1.0,2025-11-07 16:15:00+00:00,Refund,refund,False,False,2025,11,7,16,SA,2025-10-11,151.82
SYN_00378,0054,87.2,1.0,2025-11-04 12:20:00+00:00,PAID,paid,False,False,2025,11,4,12,SA,2025-11-02,87.2
SYN_00379,0120,158.74,4.0,2025-11-08 13:40:00+00:00,paid,paid,False,False,2025,11,8,13,SA,2025-10-29,158.74
SYN_00380,0161,51.17,1.0,2025-11-04 21:01:00+00:00,Refund,refund,False,False,2025,11,4,21,AE,2025-11-08,51.17
SYN_00381,0408,42.07,1.0,2025-11-25 03:42:00+00:00,Paid,paid,False,False,2025,11,25,3,EG,2025-10-12,42.07
SYN_00382,0116,60.13,1.0,2025-11-15 00:13:00+00:00,paid,paid,False,False,2025,11,15,0,AE,2025-10-07,60.13
SYN_00383,0075,26.23,1.0,2025-11-10 00:37:00+00:00,Paid,paid,False,False,2025,11,10,0,SA,2025-11-08,26.23
SYN_00384,0113,40.65,2.0,2025-11-05 23:08:00+00:00,Paid,paid,False,False,2025,11,5,23,AE,2025-11-11,40.65
SYN_00385,0456,67.15,2.0,2025-11-14 00:28:00+00:00,Refund,refund,False,False,2025,11,14,0,SA,2025-10-26,67.15
SYN_00386,0420,74.12,1.0,2025-11-10 17:42:00+00:00,Refund,refund,False,False,2025,11,10,17,SA,2025-11-09,74.12
SYN_00387,0422,92.87,1.0,2025-11-14 21:33:00+00:00,PAID,paid,False,False,2025,11,14,21,AE,2025-10-09,92.87
SYN_00388,0104,6.39,1.0,2025-11-27 20:47:00+00:00,PAID,paid,False,False,2025,11,27,20,SA,2025-11-10,14.236500000000001
SYN_00389,0340,362.54,1.0,2025-11-12 00:46:00+00:00,PAID,paid,False,False,2025,11,12,0,SA,2025-11-03,186.09
SYN_00390,0254,29.0,1.0,2025-11-18 12:56:00+00:00,paid,paid,False,False,2025,11,18,12,SA,2025-11-14,29.0
SYN_00391,0227,105.78,,2025-11-21 20:05:00+00:00,PAID,paid,False,True,2025,11,21,20,AE,2025-10-13,105.78
SYN_00392,0112,81.99,2.0,2025-11-05 14:38:00+00:00,Paid,paid,False,False,2025,11,5,14,AE,2025-11-05,81.99
SYN_00393,0473,38.39,2.0,2025-11-26 23:39:00+00:00,PAID,paid,False,False,2025,11,26,23,SA,2025-10-25,38.39
SYN_00394,0099,99.11,2.0,2025-11-24 04:17:00+00:00,Refund,refund,False,False,2025,11,24,4,AE,2025-10-24,99.11
SYN_00395,0153,29.64,2.0,2025-11-29 06:28:00+00:00,PAID,paid,False,False,2025,11,29,6,SA,2025-11-13,29.64
SYN_00396,0349,65.08,2.0,2025-11-30 22:36:00+00:00,paid,paid,False,False,2025,11,30,22,SA,2025-10-17,65.08
SYN_00397,0402,232.86,2.0,2025-11-26 10:34:00+00:00,paid,paid,False,False,2025,11,26,10,AE,2025-10-02,186.09
SYN_00398,0384,46.07,3.0,2025-11-12 15:15:00+00:00,Paid,paid,False,False,2025,11,12,15,AE,2025-10-13,46.07
SYN_00399,0366,70.21,1.0,2025-11-17 05:42:00+00:00,paid,paid,False,False,2025,11,17,5,EG,2025-10-31,70.21
SYN_00400,0338,25.09,2.0,2025-11-16 13:14:00+00:00,PAID,paid,False,False,2025,11,16,13,SA,2025-10-29,25.09
SYN_00401,0194,107.48,2.0,2025-11-02 13:33:00+00:00,Refund,refund,False,False,2025,11,2,13,AE,2025-10-28,107.48
SYN_00402,0310,34.23,4.0,2025-11-27 04:30:00+00:00,paid,paid,False,False,2025,11,27,4,AE,2025-10-27,34.23
SYN_00403,0163,83.19,2.0,2025-11-01 14:24:00+00:00,Paid,paid,False,False,2025,11,1,14,EG,2025-10-15,83.19
